published_at,value,sensorid
2019-12-30 08:44:59,0.718,71
2019-12-30 08:30:00,0.784,71
2019-12-30 08:15:00,0.779,71
2019-12-30 07:59:59,0.877,71
2019-12-30 07:45:00,0.863,71
2019-12-30 07:30:00,0.981,71
2019-12-30 07:14:59,0.738,71
2019-12-30 07:00:00,0.375,71
2019-12-30 06:45:00,0.276,71
2019-12-30 06:29:59,0.379,71
2019-12-30 06:15:00,0.27,71
2019-12-30 06:00:00,0.441,71
2019-12-30 05:44:59,0.32,71
2019-12-30 05:30:00,0.338,71
2019-12-30 05:15:00,0.361,71
2019-12-30 04:59:59,0.304,71
2019-12-30 04:45:00,0.478,71
2019-12-30 04:30:00,0.367,71
2019-12-30 04:14:59,0.35,71
2019-12-30 04:00:00,0.31,71
2019-12-30 03:45:00,0.321,71
2019-12-30 03:29:59,0.39,71
2019-12-30 03:15:00,0.33,71
2019-12-30 03:00:00,0.37,71
2019-12-30 02:44:59,0.292,71
2019-12-30 02:30:00,0.372,71
2019-12-30 02:15:00,0.325,71
2019-12-30 01:59:59,0.393,71
2019-12-30 01:45:00,0.396,71
2019-12-30 01:30:00,0.465,71
2019-12-30 01:14:59,0.278,71
2019-12-30 01:00:00,0.379,71
2019-12-30 00:45:00,0.311,71
2019-12-30 00:29:59,0.359,71
2019-12-30 00:15:00,0.313,71
2019-12-30 00:00:00,0.339,71
2019-12-29 23:44:59,0.364,71
2019-12-29 23:30:00,0.306,71
2019-12-29 23:15:00,0.445,71
2019-12-29 22:59:59,0.272,71
2019-12-29 22:45:00,0.445,71
2019-12-29 22:30:00,0.422,71
2019-12-29 22:14:59,0.314,71
2019-12-29 22:00:00,0.434,71
2019-12-29 21:45:00,0.266,71
2019-12-29 21:29:59,0.39,71
2019-12-29 21:15:00,0.274,71
2019-12-29 21:00:00,0.37,71
2019-12-29 20:44:59,0.362,71
2019-12-29 20:30:00,0.306,71
2019-12-29 20:15:00,0.369,71
2019-12-29 19:59:59,0.299,71
2019-12-29 19:45:00,0.422,71
2019-12-29 19:30:00,0.416,71
2019-12-29 19:14:59,0.356,71
2019-12-29 19:00:00,0.343,71
2019-12-29 18:45:00,0.338,71
2019-12-29 18:29:59,0.325,71
2019-12-29 18:15:00,0.38,71
2019-12-29 18:00:00,0.378,71
2019-12-29 17:44:59,0.441,71
2019-12-29 17:30:00,0.313,71
2019-12-29 17:15:00,0.404,71
2019-12-29 16:59:59,0.385,71
2019-12-29 16:45:00,0.431,71
2019-12-29 16:30:00,0.462,71
2019-12-29 16:14:59,0.315,71
2019-12-29 16:00:00,0.373,71
2019-12-29 15:45:00,0.275,71
2019-12-29 15:29:59,0.486,71
2019-12-29 15:15:00,0.36,71
2019-12-29 15:00:00,0.352,71
2019-12-29 14:44:59,0.391,71
2019-12-29 14:30:00,0.305,71
2019-12-29 14:15:00,0.466,71
2019-12-29 13:59:59,0.315,71
2019-12-29 13:45:00,0.463,71
2019-12-29 13:30:00,0.402,71
2019-12-29 13:14:59,0.326,71
2019-12-29 13:00:00,0.438,71
2019-12-29 12:45:00,0.364,71
2019-12-29 12:29:59,0.306,71
2019-12-29 12:15:00,0.393,71
2019-12-29 12:00:00,0.299,71
2019-12-29 11:44:59,0.408,71
2019-12-29 11:30:00,0.362,71
2019-12-29 11:15:00,0.389,71
2019-12-29 10:59:59,0.326,71
2019-12-29 10:45:00,0.42,71
2019-12-29 10:30:00,0.488,71
2019-12-29 10:14:59,0.363,71
2019-12-29 10:00:00,0.388,71
2019-12-29 09:45:00,0.336,71
2019-12-29 09:29:59,0.35,71
2019-12-29 09:15:00,0.373,71
2019-12-29 09:00:00,0.385,71
2019-12-29 08:44:59,0.362,71
2019-12-29 08:30:00,0.253,71
2019-12-29 08:15:00,0.446,71
2019-12-29 07:59:59,0.346,71
2019-12-29 07:45:00,0.492,71
2019-12-29 07:30:00,0.495,71
2019-12-29 07:14:59,0.31,71
2019-12-29 07:00:00,0.323,71
2019-12-29 06:45:00,0.357,71
2019-12-29 06:29:59,0.297,71
2019-12-29 06:15:00,0.423,71
2019-12-29 06:00:00,0.281,71
2019-12-29 05:44:59,0.382,71
2019-12-29 05:30:00,0.282,71
2019-12-29 05:15:00,0.377,71
2019-12-29 04:59:59,0.396,71
2019-12-29 04:45:00,0.428,71
2019-12-29 04:30:00,0.363,71
2019-12-29 04:14:59,0.334,71
2019-12-29 04:00:00,0.315,71
2019-12-29 03:45:00,0.345,71
2019-12-29 03:29:59,0.331,71
2019-12-29 03:15:00,0.394,71
2019-12-29 03:00:00,0.277,71
2019-12-29 02:44:59,0.375,71
2019-12-29 02:30:00,0.303,71
2019-12-29 02:15:00,0.4,71
2019-12-29 01:59:59,0.376,71
2019-12-29 01:45:00,0.454,71
2019-12-29 01:30:00,0.305,71
2019-12-29 01:14:59,0.376,71
2019-12-29 01:00:00,0.307,71
2019-12-29 00:45:00,0.384,71
2019-12-29 00:29:59,0.275,71
2019-12-29 00:15:00,0.359,71
2019-12-29 00:00:00,0.351,71
2019-12-28 23:44:59,0.3,71
2019-12-28 23:30:00,0.436,71
2019-12-28 23:15:00,0.305,71
2019-12-28 22:59:59,0.438,71
2019-12-28 22:45:00,0.389,71
2019-12-28 22:30:00,0.359,71
2019-12-28 22:14:59,0.369,71
2019-12-28 22:00:00,0.34,71
2019-12-28 21:45:00,0.38,71
2019-12-28 21:29:59,0.269,71
2019-12-28 21:15:00,0.383,71
2019-12-28 21:00:00,0.322,71
2019-12-28 20:44:59,0.355,71
2019-12-28 20:30:00,0.33,71
2019-12-28 20:15:00,0.33,71
2019-12-28 19:59:59,0.387,71
2019-12-28 19:45:00,0.469,71
2019-12-28 19:30:00,0.333,71
2019-12-28 19:14:59,0.383,71
2019-12-28 19:00:00,0.268,71
2019-12-28 18:45:00,0.382,71
2019-12-28 18:29:59,0.32,71
2019-12-28 18:15:00,0.38,71
2019-12-28 18:00:00,0.438,71
2019-12-28 17:44:59,0.332,71
2019-12-28 17:30:00,0.434,71
2019-12-28 17:15:00,0.301,71
2019-12-28 16:59:59,0.536,71
2019-12-28 16:45:00,0.425,71
2019-12-28 16:30:00,0.313,71
2019-12-28 16:14:59,0.406,71
2019-12-28 16:00:00,0.289,71
2019-12-28 15:45:00,0.389,71
2019-12-28 15:29:59,0.379,71
2019-12-28 15:15:00,0.406,71
2019-12-28 15:00:00,0.369,71
2019-12-28 14:44:59,0.326,71
2019-12-28 14:30:00,0.418,71
2019-12-28 14:15:00,0.359,71
2019-12-28 13:59:59,0.464,71
2019-12-28 13:45:00,0.454,71
2019-12-28 13:30:00,0.263,71
2019-12-28 13:14:59,0.385,71
2019-12-28 13:00:00,0.403,71
2019-12-28 12:45:00,0.342,71
2019-12-28 12:29:59,0.339,71
2019-12-28 12:15:00,0.345,71
2019-12-28 12:00:00,0.389,71
2019-12-28 11:44:59,0.354,71
2019-12-28 11:30:00,0.405,71
2019-12-28 11:15:00,0.292,71
2019-12-28 10:59:59,0.428,71
2019-12-28 10:45:00,0.453,71
2019-12-28 10:30:00,0.334,71
2019-12-28 10:14:59,0.438,71
2019-12-28 10:00:00,0.325,71
2019-12-28 09:45:00,0.362,71
2019-12-28 09:29:59,0.355,71
2019-12-28 09:15:00,0.333,71
2019-12-28 09:00:00,0.469,71
2019-12-28 08:44:59,0.224,71
2019-12-28 08:30:00,0.397,71
2019-12-28 08:15:00,0.312,71
2019-12-28 07:59:59,0.484,71
2019-12-28 07:45:00,0.554,71
2019-12-28 07:30:00,0.31,71
2019-12-28 07:14:59,0.352,71
2019-12-28 07:00:00,0.34,71
2019-12-28 06:45:00,0.3,71
2019-12-28 06:29:59,0.375,71
2019-12-28 06:15:00,0.342,71
2019-12-28 06:00:00,0.366,71
2019-12-28 05:44:59,0.271,71
2019-12-28 05:30:00,0.397,71
2019-12-28 05:15:00,0.311,71
2019-12-28 04:59:59,0.518,71
2019-12-28 04:45:00,0.341,71
2019-12-28 04:30:00,0.326,71
2019-12-28 04:14:59,0.317,71
2019-12-28 04:00:00,0.374,71
2019-12-28 03:45:00,0.288,71
2019-12-28 03:29:59,0.417,71
2019-12-28 03:15:00,0.278,71
2019-12-28 03:00:00,0.374,71
2019-12-28 02:44:59,0.296,71
2019-12-28 02:30:00,0.363,71
2019-12-28 02:15:00,0.414,71
2019-12-28 01:59:59,0.414,71
2019-12-28 01:45:00,0.398,71
2019-12-28 01:30:00,0.31,71
2019-12-28 01:14:59,0.344,71
2019-12-28 01:00:00,0.408,71
2019-12-28 00:45:00,0.257,71
2019-12-28 00:29:59,0.391,71
2019-12-28 00:15:00,0.273,71
2019-12-28 00:00:00,0.382,71
2019-12-27 23:44:59,0.3,71
2019-12-27 23:30:00,0.392,71
2019-12-27 23:15:00,0.357,71
2019-12-27 22:59:59,0.474,71
2019-12-27 22:45:00,0.304,71
2019-12-27 22:30:00,0.365,71
2019-12-27 22:14:59,0.337,71
2019-12-27 22:00:00,0.381,71
2019-12-27 21:45:00,0.284,71
2019-12-27 21:29:59,0.365,71
2019-12-27 21:15:00,0.341,71
2019-12-27 21:00:00,0.346,71
2019-12-27 20:44:59,0.373,71
2019-12-27 20:30:00,0.266,71
2019-12-27 20:15:00,0.447,71
2019-12-27 19:59:59,0.394,71
2019-12-27 19:45:00,0.351,71
2019-12-27 19:30:00,0.394,71
2019-12-27 19:14:59,0.318,71
2019-12-27 19:00:00,0.375,71
2019-12-27 18:45:00,0.268,71
2019-12-27 18:29:59,0.394,71
2019-12-27 18:15:00,0.365,71
2019-12-27 18:00:00,0.419,71
2019-12-27 17:44:59,0.353,71
2019-12-27 17:30:00,0.326,71
2019-12-27 17:15:00,0.428,71
2019-12-27 16:59:59,0.562,71
2019-12-27 16:45:00,0.284,71
2019-12-27 16:30:00,0.413,71
2019-12-27 16:14:59,0.295,71
2019-12-27 16:00:00,0.392,71
2019-12-27 15:45:00,0.328,71
2019-12-27 15:29:59,0.444,71
2019-12-27 15:15:00,0.335,71
2019-12-27 15:00:00,0.322,71
2019-12-27 14:44:59,0.425,71
2019-12-27 14:30:00,0.308,71
2019-12-27 14:15:00,0.54,71
2019-12-27 13:59:59,0.471,71
2019-12-27 13:45:00,0.35,71
2019-12-27 13:30:00,0.439,71
2019-12-27 13:14:59,0.337,71
2019-12-27 13:00:00,0.495,71
2019-12-27 12:45:00,0.388,71
2019-12-27 12:29:59,0.581,71
2019-12-27 12:15:00,0.52,71
2019-12-27 12:00:00,0.477,71
2019-12-27 11:44:59,0.499,71
2019-12-27 11:30:00,0.484,71
2019-12-27 11:15:00,0.555,71
2019-12-27 10:59:59,0.627,71
2019-12-27 10:45:00,0.489,71
2019-12-27 10:30:00,0.616,71
2019-12-27 10:14:59,0.62,71
2019-12-27 10:00:00,0.599,71
2019-12-27 09:45:00,0.53,71
2019-12-27 09:29:59,0.54,71
2019-12-27 09:15:00,0.65,71
2019-12-27 09:00:00,0.601,71
2019-12-27 08:44:59,0.532,71
2019-12-27 08:30:00,0.431,71
2019-12-27 08:15:00,0.637,71
2019-12-27 07:59:59,0.615,71
2019-12-27 07:45:00,0.499,71
2019-12-27 07:30:00,0.494,71
2019-12-27 07:14:59,0.305,71
2019-12-27 07:00:00,0.323,71
2019-12-27 06:45:00,0.289,71
2019-12-27 06:29:59,0.288,71
2019-12-27 06:15:00,0.401,71
2019-12-27 06:00:00,0.244,71
2019-12-27 05:44:59,0.357,71
2019-12-27 05:30:00,0.245,71
2019-12-27 05:15:00,0.404,71
2019-12-27 04:59:59,0.444,71
2019-12-27 04:45:00,0.198,71
2019-12-27 04:30:00,0.321,71
2019-12-27 04:14:59,0.292,71
2019-12-27 04:00:00,0.317,71
2019-12-27 03:45:00,0.302,71
2019-12-27 03:29:59,0.339,71
2019-12-27 03:15:00,0.352,71
2019-12-27 03:00:00,0.225,71
2019-12-27 02:44:59,0.359,71
2019-12-27 02:30:00,0.257,71
2019-12-27 02:15:00,0.449,71
2019-12-27 01:59:59,0.367,71
2019-12-27 01:45:00,0.342,71
2019-12-27 01:30:00,0.239,71
2019-12-27 01:14:59,0.354,71
2019-12-27 01:00:00,0.243,71
2019-12-27 00:45:00,0.35,71
2019-12-27 00:29:59,0.291,71
2019-12-27 00:15:00,0.322,71
2019-12-27 00:00:00,0.308,71
2019-12-26 23:44:59,0.291,71
2019-12-26 23:30:00,0.39,71
2019-12-26 23:15:00,0.364,71
2019-12-26 22:59:59,0.423,71
2019-12-26 22:45:00,0.233,71
2019-12-26 22:30:00,0.349,71
2019-12-26 22:14:59,0.304,71
2019-12-26 22:00:00,0.345,71
2019-12-26 21:45:00,0.331,71
2019-12-26 21:29:59,0.263,71
2019-12-26 21:15:00,0.349,71
2019-12-26 21:00:00,0.25,71
2019-12-26 20:44:59,0.359,71
2019-12-26 20:30:00,0.283,71
2019-12-26 20:15:00,0.422,71
2019-12-26 19:59:59,0.346,71
2019-12-26 19:45:00,0.303,71
2019-12-26 19:30:00,0.315,71
2019-12-26 19:14:59,0.375,71
2019-12-26 19:00:00,0.236,71
2019-12-26 18:45:00,0.363,71
2019-12-26 18:29:59,0.245,71
2019-12-26 18:15:00,0.39,71
2019-12-26 18:00:00,0.386,71
2019-12-26 17:44:59,0.339,71
2019-12-26 17:30:00,0.399,71
2019-12-26 17:15:00,0.406,71
2019-12-26 16:59:59,0.396,71
2019-12-26 16:45:00,0.306,71
2019-12-26 16:30:00,0.321,71
2019-12-26 16:14:59,0.366,71
2019-12-26 16:00:00,0.25,71
2019-12-26 15:45:00,0.368,71
2019-12-26 15:29:59,0.345,71
2019-12-26 15:15:00,0.4,71
2019-12-26 15:00:00,0.306,71
2019-12-26 14:44:59,0.331,71
2019-12-26 14:30:00,0.374,71
2019-12-26 14:15:00,0.524,71
2019-12-26 13:59:59,0.304,71
2019-12-26 13:45:00,0.373,71
2019-12-26 13:30:00,0.228,71
2019-12-26 13:14:59,0.367,71
2019-12-26 13:00:00,0.334,71
2019-12-26 12:45:00,0.34,71
2019-12-26 12:29:59,0.301,71
2019-12-26 12:15:00,0.347,71
2019-12-26 12:00:00,0.324,71
2019-12-26 11:44:59,0.344,71
2019-12-26 11:30:00,0.415,71
2019-12-26 11:15:00,0.446,71
2019-12-26 10:59:59,0.244,71
2019-12-26 10:45:00,0.37,71
2019-12-26 10:30:00,0.274,71
2019-12-26 10:14:59,0.436,71
2019-12-26 10:00:00,0.275,71
2019-12-26 09:45:00,0.35,71
2019-12-26 09:29:59,0.318,71
2019-12-26 09:15:00,0.314,71
2019-12-26 09:00:00,0.395,71
2019-12-26 08:44:59,0.246,71
2019-12-26 08:30:00,0.39,71
2019-12-26 08:15:00,0.459,71
2019-12-26 07:59:59,0.291,71
2019-12-26 07:45:00,0.407,71
2019-12-26 07:30:00,0.31,71
2019-12-26 07:14:59,0.35,71
2019-12-26 07:00:00,0.265,71
2019-12-26 06:45:00,0.307,71
2019-12-26 06:29:59,0.329,71
2019-12-26 06:15:00,0.319,71
2019-12-26 06:00:00,0.359,71
2019-12-26 05:44:59,0.247,71
2019-12-26 05:30:00,0.412,71
2019-12-26 05:15:00,0.419,71
2019-12-26 04:59:59,0.254,71
2019-12-26 04:45:00,0.3,71
2019-12-26 04:30:00,0.272,71
2019-12-26 04:14:59,0.349,71
2019-12-26 04:00:00,0.264,71
2019-12-26 03:45:00,0.318,71
2019-12-26 03:29:59,0.378,71
2019-12-26 03:15:00,0.269,71
2019-12-26 03:00:00,0.358,71
2019-12-26 02:44:59,0.234,71
2019-12-26 02:30:00,0.417,71
2019-12-26 02:15:00,0.458,71
2019-12-26 01:59:59,0.224,71
2019-12-26 01:45:00,0.343,71
2019-12-26 01:30:00,0.282,71
2019-12-26 01:14:59,0.311,71
2019-12-26 01:00:00,0.326,71
2019-12-26 00:45:00,0.275,71
2019-12-26 00:29:59,0.358,71
2019-12-26 00:15:00,0.24,71
2019-12-26 00:00:00,0.358,71
2019-12-25 23:44:59,0.256,71
2019-12-25 23:30:00,0.465,71
2019-12-25 23:15:00,0.432,71
2019-12-25 22:59:59,0.226,71
2019-12-25 22:45:00,0.356,71
2019-12-25 22:30:00,0.273,71
2019-12-25 22:14:59,0.359,71
2019-12-25 22:00:00,0.339,71
2019-12-25 21:45:00,0.265,71
2019-12-25 21:29:59,0.352,71
2019-12-25 21:15:00,0.261,71
2019-12-25 21:00:00,0.363,71
2019-12-25 20:44:59,0.255,71
2019-12-25 20:30:00,0.421,71
2019-12-25 20:15:00,0.331,71
2019-12-25 19:59:59,0.326,71
2019-12-25 19:45:00,0.274,71
2019-12-25 19:30:00,0.414,71
2019-12-25 19:14:59,0.236,71
2019-12-25 19:00:00,0.356,71
2019-12-25 18:45:00,0.254,71
2019-12-25 18:29:59,0.324,71
2019-12-25 18:15:00,0.403,71
2019-12-25 18:00:00,0.34,71
2019-12-25 17:44:59,0.402,71
2019-12-25 17:30:00,0.38,71
2019-12-25 17:15:00,0.442,71
2019-12-25 16:59:59,0.305,71
2019-12-25 16:45:00,0.337,71
2019-12-25 16:30:00,0.327,71
2019-12-25 16:14:59,0.321,71
2019-12-25 16:00:00,0.329,71
2019-12-25 15:45:00,0.284,71
2019-12-25 15:29:59,0.452,71
2019-12-25 15:15:00,0.278,71
2019-12-25 15:00:00,0.376,71
2019-12-25 14:44:59,0.323,71
2019-12-25 14:30:00,0.451,71
2019-12-25 14:15:00,0.412,71
2019-12-25 13:59:59,0.34,71
2019-12-25 13:45:00,0.289,71
2019-12-25 13:30:00,0.338,71
2019-12-25 13:14:59,0.302,71
2019-12-25 13:00:00,0.387,71
2019-12-25 12:45:00,0.262,71
2019-12-25 12:29:59,0.377,71
2019-12-25 12:15:00,0.293,71
2019-12-25 12:00:00,0.341,71
2019-12-25 11:44:59,0.404,71
2019-12-25 11:30:00,0.458,71
2019-12-25 11:15:00,0.325,71
2019-12-25 10:59:59,0.304,71
2019-12-25 10:45:00,0.289,71
2019-12-25 10:30:00,0.413,71
2019-12-25 10:14:59,0.292,71
2019-12-25 10:00:00,0.367,71
2019-12-25 09:45:00,0.289,71
2019-12-25 09:29:59,0.345,71
2019-12-25 09:15:00,0.349,71
2019-12-25 09:00:00,0.334,71
2019-12-25 08:44:59,0.336,71
2019-12-25 08:30:00,0.446,71
2019-12-25 08:15:00,0.327,71
2019-12-25 07:59:59,0.385,71
2019-12-25 07:45:00,0.327,71
2019-12-25 07:30:00,0.415,71
2019-12-25 07:14:59,0.232,71
2019-12-25 07:00:00,0.35,71
2019-12-25 06:45:00,0.278,71
2019-12-25 06:29:59,0.317,71
2019-12-25 06:15:00,0.385,71
2019-12-25 06:00:00,0.273,71
2019-12-25 05:44:59,0.371,71
2019-12-25 05:30:00,0.448,71
2019-12-25 05:15:00,0.26,71
2019-12-25 04:59:59,0.36,71
2019-12-25 04:45:00,0.233,71
2019-12-25 04:30:00,0.35,71
2019-12-25 04:14:59,0.253,71
2019-12-25 04:00:00,0.333,71
2019-12-25 03:45:00,0.291,71
2019-12-25 03:29:59,0.359,71
2019-12-25 03:15:00,0.347,71
2019-12-25 03:00:00,0.243,71
2019-12-25 02:44:59,0.403,71
2019-12-25 02:30:00,0.423,71
2019-12-25 02:15:00,0.287,71
2019-12-25 01:59:59,0.317,71
2019-12-25 01:45:00,0.271,71
2019-12-25 01:30:00,0.337,71
2019-12-25 01:14:59,0.304,71
2019-12-25 01:00:00,0.31,71
2019-12-25 00:45:00,0.327,71
2019-12-25 00:29:59,0.27,71
2019-12-25 00:15:00,0.35,71
2019-12-25 00:00:00,0.238,71
2019-12-24 23:44:59,0.427,71
2019-12-24 23:30:00,0.474,71
2019-12-24 23:15:00,0.238,71
2019-12-24 22:59:59,0.346,71
2019-12-24 22:45:00,0.237,71
2019-12-24 22:30:00,0.352,71
2019-12-24 22:14:59,0.355,71
2019-12-24 22:00:00,0.291,71
2019-12-24 21:45:00,0.338,71
2019-12-24 21:29:59,0.267,71
2019-12-24 21:15:00,0.359,71
2019-12-24 21:00:00,0.264,71
2019-12-24 20:44:59,0.428,71
2019-12-24 20:30:00,0.341,71
2019-12-24 20:15:00,0.292,71
2019-12-24 19:59:59,0.297,71
2019-12-24 19:45:00,0.33,71
2019-12-24 19:30:00,0.33,71
2019-12-24 19:14:59,0.343,71
2019-12-24 19:00:00,0.233,71
2019-12-24 18:45:00,0.362,71
2019-12-24 18:29:59,0.277,71
2019-12-24 18:15:00,0.436,71
2019-12-24 18:00:00,0.328,71
2019-12-24 17:44:59,0.362,71
2019-12-24 17:30:00,0.487,71
2019-12-24 17:15:00,0.284,71
2019-12-24 16:59:59,0.384,71
2019-12-24 16:45:00,0.295,71
2019-12-24 16:30:00,0.348,71
2019-12-24 16:14:59,0.337,71
2019-12-24 16:00:00,0.294,71
2019-12-24 15:45:00,0.377,71
2019-12-24 15:29:59,0.292,71
2019-12-24 15:15:00,0.391,71
2019-12-24 15:00:00,0.315,71
2019-12-24 14:44:59,0.442,71
2019-12-24 14:30:00,0.374,71
2019-12-24 14:15:00,0.401,71
2019-12-24 13:59:59,0.297,71
2019-12-24 13:45:00,0.391,71
2019-12-24 13:30:00,0.27,71
2019-12-24 13:14:59,0.401,71
2019-12-24 13:00:00,0.28,71
2019-12-24 12:45:00,0.396,71
2019-12-24 12:29:59,0.478,71
2019-12-24 12:15:00,0.361,71
2019-12-24 12:00:00,0.509,71
2019-12-24 11:44:59,0.558,71
2019-12-24 11:30:00,0.585,71
2019-12-24 11:15:00,0.39,71
2019-12-24 10:59:59,0.396,71
2019-12-24 10:45:00,0.364,71
2019-12-24 10:30:00,0.416,71
2019-12-24 10:14:59,0.578,71
2019-12-24 10:00:00,0.42,71
2019-12-24 09:45:00,0.514,71
2019-12-24 09:29:59,0.418,71
2019-12-24 09:15:00,0.426,71
2019-12-24 09:00:00,0.4,71
2019-12-24 08:44:59,0.492,71
2019-12-24 08:30:00,0.389,71
2019-12-24 08:15:00,0.385,71
2019-12-24 07:59:59,0.318,71
2019-12-24 07:45:00,0.431,71
2019-12-24 07:30:00,0.309,71
2019-12-24 07:14:59,0.345,71
2019-12-24 07:00:00,0.239,71
2019-12-24 06:45:00,0.354,71
2019-12-24 06:29:59,0.309,71
2019-12-24 06:15:00,0.346,71
2019-12-24 06:00:00,0.35,71
2019-12-24 05:44:59,0.432,71
2019-12-24 05:30:00,0.282,71
2019-12-24 05:15:00,0.35,71
2019-12-24 04:59:59,0.246,71
2019-12-24 04:45:00,0.344,71
2019-12-24 04:30:00,0.253,71
2019-12-24 04:14:59,0.344,71
2019-12-24 04:00:00,0.279,71
2019-12-24 03:45:00,0.312,71
2019-12-24 03:29:59,0.389,71
2019-12-24 03:15:00,0.275,71
2019-12-24 03:00:00,0.376,71
2019-12-24 02:44:59,0.408,71
2019-12-24 02:30:00,0.292,71
2019-12-24 02:15:00,0.414,71
2019-12-24 01:59:59,0.225,71
2019-12-24 01:45:00,0.358,71
2019-12-24 01:30:00,0.24,71
2019-12-24 01:14:59,0.334,71
2019-12-24 01:00:00,0.311,71
